Hospital,username,review,stars_given,Branch location,Time
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",pavani dhanireddy,"I am so glad to share review and say about Dr Ratna mam happy to say I am in carrying now thank you mam and all staff are good Rakshana,Madhuri, neeraja,Divya,pallavi,prashanthi thank you Neeraja she helped us alot",5.0,Telangana 500081,9 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Sumit Mistri,"My wife recently had a scan at this hospital during her pregnancy and we were extremely impressed with the level of care and professionalism provided by the staff. During the scan, the Dr Gauri took the time to explain everything in detail, ensuring that we understood what was happening every step of the way. Overall, we had a great experience at this hospital and would highly recommend it to other expecting parents.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",usha sunku,"Hospital staff are polite and doctor Akhila Gogineni also listen to our questions and helps to understand everything related to our concerns. Overall a positive experience front office staffs harika,Sravani, joythi Kiran helped alot",5.0,Telangana 500081,9 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",vishnu priya,"Dr. Akhila Gogineni is very cordial and supportive.  When ever we visited the hospital,  she has spoken and responded in a polite way. She has given me confidence during my pregnancy period.And also all the supporting staff especially Harika helped us in all the ways she can. Thank you so much Rainbow hospitals.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Venkat Ram,"Dr Lakshmi Devi Appasani is an excellent doctor and understands the patient very well.Any type of gynecologist problem and pregnancy care, she is my go to doctor always.Highly satisfied with rainbow services and the doctor.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",ROHIT BABU,"After a period of almost 3 years since we started visiting Infertility centers including 2 years in Rainbow, we are finally elated to get to hear the news which we were awaiting for a very long time. Although it is just 2 months through pregnancy, still long way to go, but we would like to take this moment to appreciate the efforts of Doctors and other staffs of Rainbow Birthright Fertility center, Kondapur,  specifically to mention Dr Preethi Reddy, apart from her domain expertise, also her advice which kept us motivated during our struggling moments, Neeraja (Coordinator) for all her cooperativeness and hospitality and also other staffs of the Hospital.",5.0,Telangana 500081,7 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",nihar ranjan Mohanty,I came to Rainbow hospital at Kondapur Dr. Akhila for the second option and delivery has been done with Normal.Thanks to all staffs for their well services and treatment. Especially thanks to Dr. Akhila for the friendly behavior and attitudes to patient.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",BT Raghavendra,"The place is well organized. The team of doctors, both gynecologists and pediatricians are very good at this centre. The administrative staff members are very well organized.The  waiting and play areas are neat and clean.Nutana and Tony are very helpful and manage the centre with a lot of care and utmost professionalism.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Amar Y,"GoodafternoonDr Preethi Reddy  is awesome and we are happy to get Fertility treatment with her.All the staff are very polite and helpful manager Neeraja and prashanthi who counselled us are excellent, cordial and patient..God Bless!",5.0,Telangana 500081,7 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Abdul Samad,Great experience with good doctor and decent staff happy thanks doctor Preethi reddy 🙏,5.0,Telangana 500081,3 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Uma Tammana,Very happy with Dr.Vara Lakshmi and rainbow hospital. Thank you. 🙏,5.0,Telangana 500081,5 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",jyothi bandi,"Hi this is Jyothi and I would like to share my experience with  Doctor Akhila ..Akhila mam is very supportive and the best Doctor in the hospital and I also want to tell about Vijaya sister , she is very helpful and understanding one",5.0,Telangana 500081,8 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Shiva Priya,The fetal medicine department is good and friendly with the patients. Keep it up,4.0,Telangana 500081,2 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Naresh K V,"Rainbow hospital is the best for kids. Hospitality is awesome and have very well experienced doctors. I have been going to Dr Veda K Prakash doctor for both of my kids from last 7 yrs for any issues, and her treatment is very good. They don't recommend medication unnecessarily. Thank you for all.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Samuel Jamkhandi,"Visited Dr. Kiran this morning for our baby, she was genuinely concerned and took at most care of our baby and did thorough checks and suggested when to be worried. As a new parents her suggestions and tips will really help. Also appreciate the staffs for arranging quick appointment during emergency. Thankful to Doctor, staffs and Rainbow hospital.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",shreya rokad,"My experience with Rainbow Children Hospital was extremely satisfying. I was consulting Dr Sweta Ravi and she is a very knowledgeable, calm and polite. She showed her patience towards all my queries.I would recommend her for best children consultation",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Charan Teja Reddy,"Services at rainbow is very good and all are very supportive staff and we are to glad to have treatment at rainbow with Dr Preethi Reddy and thanks to all staff Divya, Prashanthi, Neeraja and Madhuri, rakshana, sumita, Pratyusha, nirmla and thank you",5.0,Telangana 500081,8 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Malli karjuna Reddy,"Dr.varalakshmi took care of us very well and I highly recommend. All the staff Harika, Latha, Mohana, Neha, Sravani are supportive and well matured.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Raj Kumar,"We're new to the town and were in search of a good paediatrician around Gachibowli. After having a couple of very poor experiences with other doctors, we were very fortunate to have found Dr Meera Iyer. She is very good at diagnosing and is very clear about what and how to treat the kid. I've read a few reviews about she not being very chatty and were concerned about it but she was quite understanding and very smart about the treatment. She did not adminster any antibiotics and recommended some home remidies. If you're looking for a good doctor, look no further,I highly recommend her.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Nik S,We have consulted with Dr Lakshmi Kiran for my Wife and Dr Lakshmi Veda Prakash for my baby. We are getting best consultation and safety measures to be taken. I highly recommend them for better health of both mother and baby.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Vaidehi Teerdhala,Rainbow birthright hospital has given me the best guidance. Dr Varalakshmi ma'am is fantastic in his job I am really thankful to her. Me and my husband both are very happy getting her as our consultant doctor. Thanks rainbow,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Monica Moni,Very happy with my experience rainbow kondapur. Dr Varalakshmi garu is very patient a d helps resolve all queries or questions I have. The hospital also makes sure they keep me posted on checkups and doc availability which helps be at the hospital on time. Thanks to Nuthana mam for helping and supporting me throughout the processThe receptionist Sravani is also very friendly and supportive,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Confessions of Prakhar Mittal,It was an wonderful experience in Rainbow.  I got delivered here Dr Lakshmi Devi is amazing doctor a dynamic lady and with lots of experience she was even very friendly in nature.  The outpatient department staffs are also very helpful and good.  Loved it overall!!!,5.0,Telangana 500081,a year ago
